,InvoiceNo,StockCode,Quantity,UnitPrice,CustomerID,Country,Product Type,Colour_type,Revenue,Cluster number,Year,Month,Day,DayOfWeek
74786,2286,684,2.0,2.55,539,25,688,7,2.55,1,2011,1,28,5
9950,400,1921,2.0,1.65,224,25,1033,7,1.65,2,2010,12,5,0
51628,1647,1877,3.0,1.25,1179,25,2039,7,1.25,0,2011,1,10,1
44678,1472,952,1.0,5.95,1021,25,159,7,5.95,1,2011,1,5,3
33055,1154,165,1.0,3.75,755,25,1410,1,3.75,1,2010,12,16,4
26639,889,629,4.0,1.25,502,25,979,7,1.25,2,2010,12,12,0
66432,2022,1257,2.0,2.95,549,25,1047,7,2.95,1,2011,1,21,5
28911,947,1554,8.0,7.95,560,25,2218,7,7.95,2,2010,12,13,1
34248,1219,2489,72.0,0.21,171,25,1274,7,0.21,0,2010,12,17,5
71771,2182,916,40.0,2.55,936,25,1424,7,2.55,1,2011,1,26,3
9838,396,763,2.0,10.95,396,25,1730,11,10.95,2,2010,12,5,0
22487,775,784,5.0,0.65,1206,25,1006,7,0.65,2,2010,12,9,4
58250,1825,2086,1.0,1.25,1319,25,230,7,1.25,0,2011,1,14,5
52344,1671,1721,6.0,4.25,920,25,1125,7,4.25,0,2011,1,11,2
28105,917,1407,4.0,1.95,1155,25,1212,7,1.95,2,2010,12,13,1
29825,992,1873,24.0,0.85,454,25,729,7,0.85,2,2010,12,14,2
8064,343,238,1.0,3.75,1361,25,770,6,3.75,2,2010,12,5,0
41352,1377,146,10.0,1.65,944,25,1207,11,1.65,1,2010,12,22,3
37925,1293,776,24.0,1.25,7,24,1627,7,1.25,1,2010,12,20,1
58380,1832,1213,3.0,12.75,1013,25,1710,7,12.75,1,2011,1,16,0
26591,889,197,1.0,2.55,502,25,917,7,2.55,1,2010,12,12,0
28351,923,1689,1.0,5.95,1146,25,848,1,5.95,2,2010,12,13,1
1340,77,1004,6.0,6.75,833,25,272,7,6.75,2,2010,12,1,3
41568,1387,2047,1.0,3.75,113,25,2107,7,3.75,0,2010,12,23,4
47484,2800,139,-10.0,1.95,316,25,65,7,1.95,1,2011,1,7,5
32771,1138,1519,3.0,2.1,752,25,1637,7,2.1,2,2010,12,16,4
32739,1136,1287,4.0,5.95,275,25,1509,7,5.95,2,2010,12,16,4
23700,809,1279,2.0,1.25,113,25,706,7,1.25,2,2010,12,10,5
44883,1475,999,6.0,1.25,629,25,893,7,1.25,1,2011,1,5,3
42862,1415,118,12.0,1.25,627,25,1599,9,1.25,1,2011,1,4,2
20413,727,1709,12.0,0.85,1339,25,452,7,0.85,2,2010,12,9,4
25272,847,771,1.0,2.1,488,25,2114,9,2.1,2,2010,12,10,5
32915,1146,892,12.0,1.49,596,25,1984,7,1.49,2,2010,12,16,4
17000,570,776,12.0,1.25,190,25,1627,7,1.25,2,2010,12,8,3
39681,1343,1500,6.0,3.75,625,25,14,9,3.75,0,2010,12,21,2
30161,1006,942,4.0,4.95,478,25,640,7,4.95,2,2010,12,14,2
48011,1552,305,12.0,0.65,42,9,829,7,0.65,1,2011,1,7,5
49278,1586,1255,1.0,6.75,581,25,53,7,6.75,0,2011,1,9,0
75700,2318,660,1.0,39.95,1020,25,1231,7,39.95,1,2011,1,30,0
12452,455,2648,1.0,50.0,603,6,343,7,50.0,2,2010,12,6,1
78885,2432,1024,4.0,3.75,421,25,1269,11,3.75,1,2011,2,1,2
50883,1633,1882,1.0,10.65,1278,25,2042,7,10.65,0,2011,1,10,1
2127,88,1520,6.0,2.1,149,25,1639,7,2.1,2,2010,12,1,3
63656,1958,1207,24.0,0.55,456,25,1391,7,0.55,1,2011,1,19,3
47965,1552,1859,6.0,2.95,42,9,182,1,2.95,0,2011,1,7,5
7286,309,1331,12.0,1.65,12,2,1631,7,1.65,2,2010,12,3,5
69077,2083,1720,2.0,2.95,806,25,1437,7,2.95,0,2011,1,24,1
30071,1003,813,24.0,1.25,957,25,972,11,1.25,2,2010,12,14,2
37635,1285,1348,4.0,3.75,603,6,758,7,3.75,0,2010,12,19,0
69125,2085,569,10.0,6.75,733,25,647,7,6.75,1,2011,1,24,1
68129,2055,797,2.0,2.1,325,25,2104,7,2.1,1,2011,1,23,0
3570,157,341,2.0,1.25,1339,25,1725,11,1.25,2,2010,12,2,4
4403,205,501,3.0,4.25,211,25,672,9,4.25,2,2010,12,2,4
22572,777,1209,100.0,0.36,29,9,1483,11,0.36,2,2010,12,10,5
6447,276,653,6.0,0.85,398,25,1042,7,0.85,2,2010,12,3,5
5083,252,1730,12.0,1.45,883,25,1078,7,1.45,2,2010,12,2,4
66377,2019,2086,12.0,1.25,1102,25,230,7,1.25,0,2011,1,21,5
78659,2425,1722,12.0,1.45,1378,25,1124,7,1.45,0,2011,2,1,2
23939,821,1463,10.0,6.75,608,25,648,1,6.75,2,2010,12,10,5
58391,1833,602,5.0,1.25,929,25,1733,7,1.25,1,2011,1,16,0
5295,263,791,12.0,1.25,262,25,200,7,1.25,2,2010,12,3,5
72854,2220,1563,2.0,6.75,486,3,2021,7,6.75,0,2011,1,27,4
3106,120,392,5.0,1.25,1335,25,59,7,1.25,2,2010,12,1,3
51597,1647,233,12.0,1.25,1179,25,1678,7,1.25,1,2011,1,10,1
78786,2430,168,1.0,3.75,872,25,481,7,3.75,1,2011,2,1,2
39761,1350,123,2.0,7.95,19,2,653,11,7.95,1,2010,12,21,2
40165,1361,540,6.0,3.75,906,25,231,7,3.75,1,2010,12,21,2
9753,391,325,288.0,1.06,936,25,1447,9,1.06,2,2010,12,5,0
56783,1793,718,12.0,1.25,60,13,350,7,1.25,1,2011,1,13,4
58123,1824,1607,144.0,6.95,415,6,1793,11,6.95,0,2011,1,14,5
73852,2254,779,2.0,1.25,1363,25,865,7,1.25,1,2011,1,27,4
61935,1927,1435,10.0,0.85,44,22,372,7,0.85,0,2011,1,18,2
23196,786,1905,2.0,7.95,1300,25,645,7,7.95,2,2010,12,10,5
43847,1445,2310,6.0,3.75,149,25,1521,5,3.75,0,2011,1,5,3
31489,1057,781,36.0,0.42,1200,25,1317,7,0.42,2,2010,12,15,3
63114,1938,1018,48.0,0.85,688,25,1066,7,0.85,1,2011,1,19,3
30472,1022,827,1.0,1.65,1285,25,1849,7,1.65,2,2010,12,14,2
30394,1019,2437,3.0,2.1,1060,25,960,7,2.1,0,2010,12,14,2
64197,1963,2451,1.0,2.1,527,25,137,9,2.1,0,2011,1,19,3
14871,545,1503,5.0,1.25,818,25,457,7,1.25,2,2010,12,7,2
57418,1815,1488,72.0,0.36,536,17,333,7,0.36,0,2011,1,14,5
29084,961,1103,4.0,1.25,1305,25,1012,7,1.25,2,2010,12,14,2
67988,2050,764,2.0,2.95,234,25,1741,11,2.95,1,2011,1,23,0
70492,2130,1137,8.0,1.65,343,9,1745,7,1.65,1,2011,1,25,2
64470,1975,1053,12.0,1.95,73,8,1082,7,1.95,1,2011,1,20,4
23175,785,236,20.0,1.25,905,25,28,7,1.25,2,2010,12,10,5
42643,1407,989,1.0,7.95,527,25,2198,9,7.95,1,2011,1,4,2
51623,1647,1819,1.0,9.95,1179,25,271,7,9.95,0,2011,1,10,1
46972,1521,847,24.0,0.29,191,25,1388,11,0.29,1,2011,1,6,4
27392,903,2025,24.0,2.55,112,25,2249,13,2.55,2,2010,12,13,1
24197,835,1365,47.0,0.85,739,25,765,9,0.85,2,2010,12,10,5
7332,312,1504,18.0,1.25,191,25,2146,7,1.25,2,2010,12,3,5
54755,1742,1622,12.0,1.25,79,8,588,7,1.25,0,2011,1,12,3
54110,1714,1495,4.0,3.95,984,25,1943,7,3.95,0,2011,1,12,3
62674,1932,2369,1.0,2.1,481,25,714,7,2.1,0,2011,1,18,2
38484,1310,1492,2.0,1.25,999,25,954,7,1.25,0,2010,12,20,1
14615,532,1256,9.0,1.65,615,25,1047,7,1.65,2,2010,12,7,2
32362,1102,372,1.0,1.65,1006,25,991,9,1.65,1,2010,12,15,3
61817,1922,1303,1.0,2.1,1361,25,402,9,2.1,0,2011,1,18,2
31427,1054,1180,1.0,1.65,1025,25,1206,9,1.65,2,2010,12,15,3
32575,1119,701,6.0,2.95,330,25,1924,5,2.95,1,2010,12,16,4
70519,2130,1542,12.0,1.25,343,9,660,7,1.25,0,2011,1,25,2
1176,68,1385,1.0,9.95,741,25,1807,7,9.95,2,2010,12,1,3
55879,1763,2419,3.0,1.65,885,25,974,9,1.65,0,2011,1,13,4
72976,2223,1683,24.0,0.65,193,25,1059,7,0.65,0,2011,1,27,4
61614,1908,1714,24.0,0.55,3,20,252,7,0.55,0,2011,1,18,2
45399,1482,955,12.0,1.25,113,25,1448,7,1.25,1,2011,1,5,3
28893,945,2154,24.0,0.85,650,25,93,1,0.85,0,2010,12,13,1
50152,1624,1723,12.0,0.85,51,22,1123,9,0.85,0,2011,1,10,1
23709,809,993,1.0,6.75,113,25,1517,7,6.75,2,2010,12,10,5
26361,880,1414,1.0,2.55,476,25,90,7,2.55,2,2010,12,12,0
33552,1173,2439,12.0,1.25,799,25,2032,13,1.25,0,2010,12,16,4
33427,1168,692,12.0,0.85,915,25,2025,7,0.85,1,2010,12,16,4
79172,2442,1180,5.0,1.65,885,25,1206,9,1.65,1,2011,2,1,2
73088,2227,1486,12.0,0.42,1149,25,325,7,0.42,0,2011,1,27,4
56951,1801,2489,72.0,0.21,768,25,1274,7,0.21,0,2011,1,14,5
76021,2327,2313,3.0,3.75,1195,25,1519,9,3.75,0,2011,1,30,0
8506,353,2030,4.0,0.55,918,25,109,7,0.55,2,2010,12,5,0
18268,637,548,6.0,2.95,1243,25,744,1,2.95,2,2010,12,8,3
3213,133,1410,12.0,2.1,794,25,966,7,2.1,2,2010,12,2,4
21399,740,2437,12.0,2.1,541,25,960,7,2.1,0,2010,12,9,4
834,52,1719,1.0,2.1,1324,25,981,7,2.1,2,2010,12,1,3
77578,2382,56,28.0,0.21,1169,25,1464,7,0.21,1,2011,1,31,1
7531,320,945,4.0,3.95,1343,25,2210,7,3.95,2,2010,12,5,0
63515,1954,146,100.0,1.45,692,25,1207,11,1.45,1,2011,1,19,3
13010,2496,1691,-4.0,5.95,734,25,848,5,5.95,0,2010,12,6,1
66043,2008,1724,12.0,0.85,536,17,1123,5,0.85,0,2011,1,21,5
57546,1818,874,12.0,0.42,624,25,2142,7,0.42,1,2011,1,14,5
14873,546,1509,5.0,1.65,113,25,1776,7,1.65,2,2010,12,7,2
6684,291,1055,12.0,1.95,603,6,854,7,1.95,2,2010,12,3,5
32096,1091,1816,4.0,1.45,725,25,248,7,1.45,0,2010,12,15,3
29419,976,1742,25.0,0.42,1088,25,873,7,0.42,2,2010,12,14,2
34399,1231,138,10.0,1.95,53,22,75,7,1.95,1,2010,12,17,5
54417,1731,1818,10.0,1.49,205,25,257,7,1.49,0,2011,1,12,3
73004,2224,1367,12.0,2.55,117,15,323,7,2.55,0,2011,1,27,4
32936,1147,385,24.0,0.55,1011,25,1389,7,0.55,1,2010,12,16,4
29835,992,1649,24.0,0.42,454,25,1334,7,0.42,2,2010,12,14,2
5722,270,1443,4.0,2.95,1048,25,56,11,2.95,2,2010,12,3,5
28296,922,999,12.0,1.25,399,25,893,7,1.25,2,2010,12,13,1
46728,1511,1174,20.0,0.85,196,25,2202,7,0.85,1,2011,1,6,4
23666,808,547,2.0,3.75,385,25,1909,13,3.75,2,2010,12,10,5
8025,341,1664,4.0,2.1,583,25,396,7,2.1,2,2010,12,5,0
37916,1293,1212,12.0,0.65,7,24,2078,7,0.65,2,2010,12,20,1
8439,351,1318,3.0,0.42,1091,25,1920,7,0.42,2,2010,12,5,0
31878,1082,249,3.0,1.25,1210,25,1490,7,1.25,1,2010,12,15,3
2218,95,1415,1.0,2.55,908,25,375,7,2.55,2,2010,12,1,3
46845,1517,1031,4.0,2.1,502,25,1084,13,2.1,1,2011,1,6,4
32282,1099,1511,1.0,1.65,59,8,1777,7,1.65,2,2010,12,15,3
49112,1580,1451,10.0,1.25,226,25,171,1,1.25,0,2011,1,9,0
61667,1916,2393,50.0,1.95,1077,25,69,11,1.95,0,2011,1,18,2
25095,841,2140,72.0,1.06,340,25,422,9,1.06,2,2010,12,10,5
69169,2089,1582,12.0,0.42,71,9,327,7,0.42,0,2011,1,24,1
63563,1955,1131,2.0,2.95,1104,22,1802,7,2.95,1,2011,1,19,3
64405,1967,1718,1.0,2.1,519,25,808,7,2.1,0,2011,1,19,3
37298,1271,2239,1.0,3.75,1046,25,990,1,3.75,0,2010,12,17,5
25668,857,1684,1.0,0.65,1107,25,1057,7,0.65,2,2010,12,12,0
10043,400,2360,6.0,7.95,224,25,494,7,7.95,2,2010,12,5,0
58470,1838,2350,6.0,4.25,745,25,1313,7,4.25,0,2011,1,16,0
47139,2787,1019,-5.0,1.65,609,25,1066,7,1.65,1,2011,1,6,4
17142,581,2458,10.0,1.25,1351,25,1153,7,1.25,2,2010,12,8,3
50164,1624,822,10.0,1.95,51,22,68,9,1.95,1,2011,1,10,1
33091,1156,149,10.0,1.65,531,25,1204,1,1.65,1,2010,12,16,4
17165,583,360,12.0,2.1,1179,25,1497,7,2.1,2,2010,12,8,3
70036,2114,1722,8.0,1.45,1351,25,1124,7,1.45,0,2011,1,25,2
12494,458,599,2.0,2.55,997,25,1090,7,2.55,2,2010,12,6,1
66426,2021,2313,4.0,3.75,1134,25,1519,9,3.75,0,2011,1,21,5
31819,1077,1142,10.0,0.65,1249,25,1963,7,0.65,2,2010,12,15,3
12939,475,794,2.0,1.25,1118,25,356,7,1.25,2,2010,12,6,1
22529,776,311,24.0,1.25,802,25,2073,7,1.25,2,2010,12,10,5
52494,1684,706,12.0,1.25,1164,25,1766,11,1.25,1,2011,1,11,2
76820,2348,965,3.0,4.95,1367,25,1522,7,4.95,1,2011,1,31,1
44901,2768,1384,-1.0,15.95,62,9,846,7,15.95,0,2011,1,5,3
72764,2216,940,2.0,3.75,822,25,217,7,3.75,1,2011,1,26,3
12030,442,1134,1.0,1.65,1222,25,1795,7,1.65,2,2010,12,6,1
57540,1818,963,2.0,1.65,624,25,1039,7,1.65,1,2011,1,14,5
77746,2392,994,4.0,8.5,98,9,1085,13,8.5,1,2011,2,1,2
9823,396,1687,6.0,0.85,396,25,824,7,0.85,2,2010,12,5,0
30338,1015,2084,36.0,2.1,965,25,1150,7,2.1,0,2010,12,14,2
75563,2313,647,4.0,1.25,756,25,1946,1,1.25,1,2011,1,30,0
2257,97,2341,6.0,2.1,550,25,1096,7,2.1,2,2010,12,1,3
77248,2365,301,1.0,0.85,1217,25,1834,7,0.85,1,2011,1,31,1
72181,2200,1341,4.0,1.25,1000,25,1309,7,1.25,0,2011,1,26,3
75478,2310,460,3.0,1.25,1092,25,2070,7,1.25,1,2011,1,30,0
31621,1064,264,6.0,2.1,850,25,885,7,2.1,1,2010,12,15,3
56774,1793,1153,12.0,2.55,60,13,1213,7,2.55,1,2011,1,13,4
73081,2227,1625,6.0,1.65,1149,25,689,7,1.65,0,2011,1,27,4
53488,1706,707,12.0,1.25,355,25,1910,7,1.25,1,2011,1,11,2
49683,1603,176,1.0,2.55,527,25,1471,7,2.55,1,2011,1,9,0
23480,801,1260,2.0,4.95,788,25,2102,7,4.95,2,2010,12,10,5
73712,2243,155,12.0,6.35,1019,25,1740,11,6.35,1,2011,1,27,4
908,55,364,1.0,1.65,1306,25,1030,9,1.65,2,2010,12,1,3
77089,2357,1695,12.0,2.55,1230,25,985,13,2.55,0,2011,1,31,1
14013,495,775,6.0,1.25,295,25,1498,7,1.25,2,2010,12,6,1
70276,2117,2464,48.0,1.25,454,25,2118,7,1.25,0,2011,1,25,2
1194,70,300,24.0,1.25,1307,25,2134,7,1.25,2,2010,12,1,3
41416,1380,1322,24.0,0.42,8,2,1278,7,0.42,0,2010,12,22,3
27322,898,1256,12.0,1.65,450,25,1047,7,1.65,2,2010,12,13,1
47014,1521,401,8.0,1.69,191,25,1748,11,1.69,1,2011,1,6,4
55948,1767,2374,12.0,1.65,722,25,1479,7,1.65,0,2011,1,13,4
42321,1395,2312,4.0,3.75,692,25,1521,1,3.75,0,2010,12,23,4
24265,839,1270,3.0,2.95,1126,25,866,11,2.95,2,2010,12,10,5
55855,1761,2393,10.0,1.95,812,25,69,11,1.95,0,2011,1,13,4
29120,961,2052,2.0,2.95,1305,25,2208,11,2.95,0,2010,12,14,2
49821,1609,2395,3.0,1.95,616,25,72,7,1.95,0,2011,1,9,0
25083,841,2626,3.0,4.25,340,25,2015,9,4.25,0,2010,12,10,5
59496,1880,805,2.0,6.75,541,25,1500,7,6.75,1,2011,1,17,1
78327,2412,1723,12.0,0.85,152,25,1123,9,0.85,0,2011,2,1,2
53245,1702,1202,4.0,2.1,1214,25,1258,7,2.1,1,2011,1,11,2
11713,428,612,1.0,4.95,832,25,2185,7,4.95,2,2010,12,6,1
43834,1445,2394,10.0,1.95,149,25,62,0,1.95,0,2011,1,5,3
26732,891,709,3.0,5.95,421,25,1073,7,5.95,2,2010,12,13,1
37539,1282,235,4.0,1.25,494,25,107,7,1.25,1,2010,12,19,0
49814,1608,1402,2.0,8.5,552,25,1157,11,8.5,0,2011,1,9,0
30004,999,1818,1.0,1.49,527,25,257,7,1.49,2,2010,12,14,2
63133,1939,995,8.0,2.95,1183,25,1248,7,2.95,1,2011,1,19,3
55917,1764,647,12.0,1.25,377,25,1946,1,1.25,1,2011,1,13,4
31992,1088,1722,12.0,1.45,771,25,1124,7,1.45,0,2010,12,15,3
19315,665,980,48.0,0.42,1157,25,1962,7,0.42,2,2010,12,8,3
2415,115,352,12.0,1.95,186,25,522,7,1.95,2,2010,12,1,3
19026,646,740,12.0,1.25,779,25,458,7,1.25,2,2010,12,8,3
55935,1766,524,12.0,1.65,407,25,576,7,1.65,1,2011,1,13,4
54389,1729,2038,20.0,0.42,4,4,1255,7,0.42,0,2011,1,12,3
11849,434,2428,1.0,7.95,1004,25,659,1,7.95,2,2010,12,6,1
4372,202,1435,10.0,0.85,1218,25,372,7,0.85,2,2010,12,2,4
25502,853,795,1.0,1.25,1061,25,1827,7,1.25,2,2010,12,12,0
59899,1900,710,1.0,5.95,1379,25,1197,7,5.95,1,2011,1,17,1
3310,142,1722,12.0,1.45,411,25,1124,7,1.45,2,2010,12,2,4
25400,851,517,1.0,3.75,735,25,872,11,3.75,2,2010,12,12,0
28586,932,944,6.0,3.75,1145,25,1046,6,3.75,2,2010,12,13,1
41699,1392,335,16.0,1.69,62,9,1251,7,1.69,1,2010,12,23,4
28871,945,2217,16.0,1.25,650,25,585,7,1.25,0,2010,12,13,1
20527,2538,243,-2.0,0.65,1252,25,1493,7,0.65,1,2010,12,9,4
1366,78,1363,2.0,2.55,525,25,1378,7,2.55,2,2010,12,1,3
26761,893,1262,6.0,4.95,228,25,613,7,4.95,2,2010,12,13,1
78095,2403,1255,5.0,6.75,131,25,53,7,6.75,1,2011,2,1,2
32455,1106,1903,10.0,6.75,956,25,2106,7,6.75,0,2010,12,16,4
45586,1492,1752,3.0,5.45,274,25,671,7,5.45,0,2011,1,6,4
56719,1789,579,3.0,4.95,780,25,1729,11,4.95,1,2011,1,13,4
53537,1707,442,1.0,1.65,1026,25,886,1,1.65,1,2011,1,11,2
9503,381,1380,5.0,0.85,750,25,447,7,0.85,2,2010,12,5,0
22265,766,974,6.0,2.1,750,25,764,7,2.1,2,2010,12,9,4
24180,2569,1498,-3.0,3.75,739,25,13,5,3.75,0,2010,12,10,5
37678,1287,156,1.0,2.1,993,25,835,7,2.1,1,2010,12,19,0
54358,1727,2376,1.0,5.45,1285,25,545,3,5.45,0,2011,1,12,3
72333,2208,1721,6.0,4.25,875,25,1125,7,4.25,0,2011,1,26,3
7683,326,1341,5.0,1.25,581,25,1309,7,1.25,2,2010,12,5,0
58472,1838,1213,2.0,12.75,745,25,1710,7,12.75,1,2011,1,16,0
43328,1419,1538,2.0,9.95,421,25,1506,7,9.95,0,2011,1,4,2
39399,1336,647,2.0,1.25,822,25,1946,1,1.25,1,2010,12,20,1
5074,252,1537,8.0,2.95,883,25,1506,7,2.95,2,2010,12,2,4
18303,640,1336,12.0,1.65,118,20,1633,7,1.65,2,2010,12,8,3
34712,1255,992,2.0,8.5,381,6,742,13,8.5,1,2010,12,17,5
47261,1531,1295,8.0,1.25,971,25,1727,7,1.25,0,2011,1,7,5
69219,2091,334,8.0,1.69,264,25,1252,7,1.69,1,2011,1,24,1
44900,2768,1548,-2.0,8.5,62,9,888,7,8.5,0,2011,1,5,3
45695,1498,517,24.0,3.39,446,25,872,11,3.39,1,2011,1,6,4
11594,422,1356,1.0,0.85,828,25,989,7,0.85,2,2010,12,6,1
7254,308,846,1.0,0.55,1006,25,1384,9,0.55,2,2010,12,3,5
75656,2317,1575,1.0,2.95,216,25,2064,7,2.95,0,2011,1,30,0
8752,359,1410,2.0,2.1,823,25,966,7,2.1,2,2010,12,5,0
59886,1900,696,1.0,2.95,1379,25,1022,11,2.95,1,2011,1,17,1
19702,685,1722,12.0,1.45,775,25,1124,7,1.45,2,2010,12,9,4
66154,2011,2651,2.0,40.0,81,7,1679,7,40.0,0,2011,1,21,5
50913,1634,294,24.0,1.25,1038,25,185,7,1.25,1,2011,1,10,1
70648,2136,2307,24.0,0.55,740,25,2019,7,0.55,0,2011,1,25,2
49199,1583,1694,2.0,2.55,1273,25,1025,7,2.55,0,2011,1,9,0
7364,312,1348,12.0,3.75,191,25,758,7,3.75,2,2010,12,3,5
72364,2209,1256,4.0,1.65,933,25,1047,7,1.65,1,2011,1,26,3
64919,1996,1585,12.0,0.42,572,25,332,7,0.42,0,2011,1,20,4
184,21,710,3.0,5.95,901,25,1197,7,5.95,2,2010,12,1,3
29849,992,1386,72.0,0.21,454,25,832,7,0.21,2,2010,12,14,2
28044,916,599,8.0,2.55,513,25,1090,7,2.55,2,2010,12,13,1
48714,1565,910,3.0,1.65,1142,25,1769,7,1.65,1,2011,1,7,5
36193,1261,397,12.0,1.25,968,25,2090,7,1.25,1,2010,12,17,5
23358,798,1241,12.0,3.35,1283,25,1856,11,3.35,2,2010,12,10,5
58443,1835,1496,1.0,3.95,336,25,1063,7,3.95,0,2011,1,16,0
54344,1727,1711,2.0,16.95,1285,25,2,11,16.95,0,2011,1,12,3
46502,1509,1498,2.0,3.75,332,25,13,5,3.75,0,2011,1,6,4
9568,385,247,2.0,1.25,826,25,1492,7,1.25,2,2010,12,5,0
34296,1223,515,4.0,4.25,5,1,183,5,4.25,1,2010,12,17,5
73608,2239,1072,12.0,0.85,75,9,753,13,0.85,1,2011,1,27,4
26640,889,626,5.0,0.85,502,25,1330,7,0.85,2,2010,12,12,0
34247,1219,2219,2.0,7.95,171,25,580,7,7.95,0,2010,12,17,5
12671,467,824,5.0,1.95,1094,25,1974,7,1.95,2,2010,12,6,1
64838,1990,787,24.0,0.19,712,25,1907,7,0.19,1,2011,1,20,4
31629,1065,1400,6.0,4.95,195,25,206,7,4.95,2,2010,12,15,3
61785,1922,770,1.0,2.1,1361,25,2111,7,2.1,1,2011,1,18,2
7237,307,2651,2.0,28.0,102,13,1679,7,28.0,2,2010,12,3,5
57613,1820,549,4.0,3.45,461,25,947,6,3.45,1,2011,1,14,5
9870,397,1578,1.0,2.95,1322,25,1930,7,2.95,2,2010,12,5,0
22450,774,2503,2.0,4.95,373,25,2059,7,4.95,0,2010,12,9,4
71894,2188,649,18.0,1.25,527,25,1946,13,1.25,1,2011,1,26,3
45002,1477,509,3.0,1.25,727,25,1675,7,1.25,1,2011,1,5,3
54049,1711,1138,8.0,1.65,448,25,626,7,1.65,1,2011,1,12,3
31851,1079,1431,2.0,125.0,269,25,2141,11,125.0,2,2010,12,15,3
12725,469,1337,12.0,1.49,193,25,1743,7,1.49,2,2010,12,6,1
54079,2831,1411,-1.0,9.95,14,8,399,7,9.95,0,2011,1,12,3
55241,1744,2137,1.0,1.25,504,25,609,8,1.25,0,2011,1,12,3
75905,2323,486,24.0,0.85,1187,25,1106,7,0.85,1,2011,1,30,0
25847,863,919,4.0,2.95,1167,25,1421,7,2.95,2,2010,12,12,0
77789,2394,589,6.0,2.95,1150,25,1034,11,2.95,1,2011,2,1,2
63541,1954,587,2.0,2.55,692,25,625,7,2.55,1,2011,1,19,3
77448,2375,1408,12.0,1.95,662,25,482,7,1.95,0,2011,1,31,1
75769,2320,1332,10.0,1.65,216,25,1630,7,1.65,0,2011,1,30,0
28523,929,142,20.0,1.25,770,25,1752,11,1.25,1,2010,12,13,1
14570,530,1302,6.0,2.1,279,25,401,1,2.1,2,2010,12,7,2
58468,1838,1250,2.0,12.75,745,25,36,7,12.75,1,2011,1,16,0
64598,1978,702,1.0,5.95,576,25,1806,7,5.95,1,2011,1,20,4
78896,2434,446,24.0,0.65,852,25,907,12,0.65,1,2011,2,1,2
37270,1270,1968,2.0,4.25,113,25,2124,7,4.25,0,2010,12,17,5
17137,581,1503,6.0,1.25,1351,25,457,7,1.25,2,2010,12,8,3
33657,1183,2415,12.0,1.25,1372,25,974,9,1.25,0,2010,12,16,4
49082,1579,2039,20.0,0.42,220,25,1255,7,0.42,0,2011,1,9,0
50169,1624,1463,2.0,7.95,51,22,648,1,7.95,0,2011,1,10,1
45917,1503,1809,24.0,0.85,990,25,501,9,0.85,0,2011,1,6,4
41761,1392,2651,6.0,18.0,62,9,1679,7,18.0,0,2010,12,23,4
67670,2044,627,24.0,0.85,313,25,0,7,0.85,1,2011,1,23,0
7902,335,324,24.0,1.25,57,8,1659,11,1.25,2,2010,12,5,0
77669,2388,397,24.0,1.25,603,6,2090,7,1.25,1,2011,2,1,2
43482,1428,1245,5.0,4.95,1031,25,1917,7,4.95,1,2011,1,4,2
14858,545,1584,24.0,0.42,818,25,326,7,0.42,2,2010,12,7,2
71774,2183,920,40.0,2.55,805,25,1430,13,2.55,1,2011,1,26,3
6990,297,237,4.0,1.25,1285,25,107,7,1.25,2,2010,12,3,5
23181,785,1113,6.0,2.55,905,25,2031,1,2.55,2,2010,12,10,5
32541,1117,1901,10.0,6.75,196,25,1996,7,6.75,0,2010,12,16,4
30122,1006,2310,2.0,3.75,478,25,1521,5,3.75,0,2010,12,14,2
70701,2138,0,2.0,0.85,1133,25,926,7,0.85,1,2011,1,25,2
50845,1630,2173,100.0,0.42,47,9,199,7,0.42,0,2011,1,10,1
23726,810,1953,2.0,9.95,444,25,2149,3,9.95,2,2010,12,10,5
31954,1086,1518,4.0,2.1,885,25,1640,7,2.1,2,2010,12,15,3
14682,534,601,8.0,1.25,621,25,1089,7,1.25,2,2010,12,7,2
68288,2058,1547,1.0,9.95,1073,25,2016,7,9.95,0,2011,1,23,0
34630,1248,1118,1.0,2.95,1065,25,1340,9,2.95,2,2010,12,17,5
7620,323,1257,5.0,2.95,188,25,1047,7,2.95,2,2010,12,5,0
23255,791,1931,144.0,0.72,635,25,1122,7,0.72,2,2010,12,10,5
77114,2359,1304,12.0,0.85,574,25,409,1,0.85,0,2011,1,31,1
21506,744,919,8.0,2.95,142,25,1421,7,2.95,2,2010,12,9,4
29591,982,813,12.0,1.25,391,25,972,11,1.25,2,2010,12,14,2
46445,1509,1898,8.0,2.1,332,25,1596,9,2.1,0,2011,1,6,4
13066,483,1435,3.0,0.85,1301,25,372,7,0.85,2,2010,12,6,1
26120,873,2465,1.0,2.95,547,25,1088,9,2.95,0,2010,12,12,0
31045,1033,729,5.0,1.25,139,25,2158,7,1.25,2,2010,12,14,2
12482,458,1502,1.0,3.75,997,25,15,7,3.75,2,2010,12,6,1
70460,2127,360,12.0,2.1,1018,25,1497,7,2.1,1,2011,1,25,2
43310,1418,387,4.0,4.95,428,25,1757,7,4.95,1,2011,1,4,2
28858,945,294,24.0,1.25,650,25,185,7,1.25,1,2010,12,13,1
32786,1141,2017,48.0,3.39,165,25,2190,12,3.39,0,2010,12,16,4
